rank,self,accum,count,method,trace
1056,0.01%,85.74%,2,java.security.AccessController.doPrivileged,30267
1057,0.01%,85.75%,2,java.lang.AbstractStringBuilder.<init>,30267
1058,0.01%,85.77%,2,org.apache.fop.layoutmgr.BreakingAlgorithm.forceNode,30267
1059,0.01%,85.78%,2,org.apache.fop.render.intermediate.IFRenderer.renderWord,30268
1060,0.01%,85.79%,2,java.util.TreeMap.getEntry,30268
1061,0.01%,85.81%,2,java.lang.System.identityHashCode,30268
1062,0.01%,85.82%,2,java.util.Hashtable.rehash,30269
1063,0.01%,85.84%,2,org.apache.fop.fo.PropertyList.findMaker,30269
1064,0.01%,85.85%,2,org.apache.fop.render.AbstractRenderer.renderInlineArea,30270
1065,0.01%,85.86%,2,java.lang.StringBuffer.charAt,30271
1066,0.01%,85.88%,2,org.apache.fop.area.Area.<init>,30272
1067,0.01%,85.89%,2,java.text.DecimalFormat.parse,30273
1068,0.01%,85.91%,2,java.util.Arrays.copyOfRange,30274
1069,0.01%,85.92%,2,org.apache.fop.fonts.AbstractCodePointMapping.mapChar,30274
1070,0.01%,85.93%,2,java.lang.StringBuffer.<init>,30274
1071,0.01%,85.95%,2,java.util.ArrayList$Itr.checkForComodification,30274
1072,0.01%,85.96%,2,java.lang.Integer.toString,30275
1073,0.01%,85.98%,2,org.apache.fop.fonts.AbstractCodePointMapping.mapChar,30275
1074,0.01%,85.99%,2,java.util.HashMap$HashIterator.<init>,30275
1075,0.01%,86.00%,2,org.apache.fop.layoutmgr.inline.LineLayoutManager.createLineBreaks,30276
1076,0.01%,86.02%,2,org.apache.fop.layoutmgr.BreakingAlgorithm$BestRecords.getDemerits,30277
1077,0.01%,86.03%,2,java.util.Arrays.copyOfRange,30278
1078,0.01%,86.05%,2,java.lang.Integer.hashCode,30278
1079,0.01%,86.06%,2,java.lang.Object.clone,30279
1080,0.01%,86.07%,2,org.apache.fop.apps.FopFactory.isBreakIndentInheritanceOnReferenceAreaBoundary,30279
1081,0.01%,86.09%,2,org.apache.xerces.impl.XMLDocumentFragmentScannerImpl$ElementStack.pushElement,30279
1082,0.01%,86.10%,2,org.apache.fop.layoutmgr.LayoutContext.setFlags,30280
1083,0.01%,86.12%,2,java.util.zip.Inflater.inflateBytes,30281
1084,0.01%,86.13%,2,java.lang.AbstractStringBuilder.<init>,30282
1085,0.01%,86.14%,2,org.apache.fop.layoutmgr.BreakingAlgorithm.forceNode,30284
1086,0.01%,86.16%,2,java.nio.HeapCharBuffer.get,30284
1087,0.01%,86.17%,2,org.apache.fop.layoutmgr.ListElement.isPenalty,30284
1088,0.01%,86.19%,2,org.apache.fop.traits.MinOptMax.getInstance,30286
1089,0.01%,86.20%,2,java.nio.HeapCharBuffer.ix,30287
1090,0.01%,86.21%,2,org.apache.xerces.util.SymbolTable.addSymbol,30289
1091,0.01%,86.23%,2,org.apache.fop.fo.StaticPropertyList.getExplicit,30291
1092,0.01%,86.24%,2,org.apache.fop.fo.expr.PropertyParser.parseUnaryExpr,30291
1093,0.01%,86.26%,2,java.lang.String.charAt,30292
1094,0.01%,86.27%,2,org.apache.fop.render.pdf.PDFPainter.selectAndMapSingleByteFont,30292
1095,0.01%,86.29%,2,org.apache.fop.layoutmgr.inline.TextLayoutManager$TextAreaBuilder.isWordEnd,30293
1096,0.01%,86.30%,2,java.util.AbstractList.<init>,30293
1097,0.01%,86.31%,2,org.apache.fop.area.PageViewport.getBodyRegion,30294
1098,0.01%,86.33%,2,java.util.Collections$EmptyList.toArray,30295
1099,0.01%,86.34%,2,java.util.ArrayList.size,30297
1100,0.01%,86.36%,2,java.util.regex.Matcher.group,30297
1101,0.01%,86.37%,2,java.util.TreeMap.getEntry,30298
1102,0.01%,86.38%,2,org.apache.fop.fo.properties.CorrespondingPropertyMaker.getWMPropertyList,30298
1103,0.01%,86.40%,2,java.nio.HeapCharBuffer.subSequence,30299
1104,0.01%,86.41%,2,java.util.Vector.size,30299
1105,0.01%,86.43%,2,java.util.logging.Level.intValue,30299
1106,0.01%,86.44%,2,java.util.ArrayList$Itr.next,30300
1107,0.01%,86.45%,2,java.util.ArrayList.access$000,30301
1108,0.01%,86.47%,2,java.lang.AbstractStringBuilder.<init>,30302
1109,0.01%,86.48%,2,java.net.URL.getPort,30303
1110,0.01%,86.50%,2,sun.awt.image.BufImgSurfaceData.initRaster,30303
1111,0.01%,86.51%,2,java.util.TreeMap.put,30304
1112,0.01%,86.52%,2,java.lang.System.arraycopy,30305
1113,0.01%,86.54%,2,org.apache.fop.fo.properties.CondLengthProperty.<init>,30305
1114,0.01%,86.55%,2,org.apache.fop.fonts.Font.getCharWidth,30306
1115,0.01%,86.57%,2,java.lang.AbstractStringBuilder.<init>,30306
1116,0.01%,86.58%,2,java.util.logging.Logger.isLoggable,30307
1117,0.01%,86.59%,2,java.lang.StrictMath.cbrt,30308
1118,0.01%,86.61%,2,java.util.AbstractList.<init>,30308
1119,0.01%,86.62%,2,org.apache.fop.fonts.AbstractCodePointMapping.mapChar,30308
1120,0.01%,86.64%,2,java.nio.Buffer.checkIndex,30309
1121,0.01%,86.65%,2,org.apache.fop.layoutmgr.BreakingAlgorithm.considerLegalBreak,30309
1122,0.01%,86.66%,2,java.util.Arrays.copyOfRange,30311
1123,0.01%,86.68%,2,java.util.Arrays.copyOfRange,30311
1124,0.01%,86.69%,2,org.apache.fop.fo.PropertyList.findMaker,30312
1125,0.01%,86.71%,2,org.apache.fop.layoutmgr.LayoutContext.treatAsArtifact,30314
1126,0.01%,86.72%,2,org.apache.fop.layoutmgr.inline.TextLayoutManager.getNextKnuthElements,30314
1127,0.01%,86.73%,2,org.apache.xerces.impl.io.UTF8Reader.read,30315
1128,0.01%,86.75%,2,java.lang.String.indexOf,30315
1129,0.01%,86.76%,2,java.util.TreeMap.getEntry,30316
1130,0.01%,86.78%,2,org.apache.fop.fo.pagination.Root.getFOEventHandler,30316
1131,0.01%,86.79%,2,java.util.ArrayList$Itr.hasNext,30316
1132,0.01%,86.80%,2,java.lang.Math.max,30317
1133,0.01%,86.82%,2,sun.nio.fs.UnixPath.normalizeAndCheck,30318
1134,0.01%,86.83%,2,org.apache.fop.render.PrintRenderer.getFontFromArea,30319
1135,0.01%,86.85%,2,java.lang.Character.codePointAt,30320
1136,0.01%,86.86%,2,org.apache.fop.layoutmgr.BreakingAlgorithm$BestRecords.hasRecords,30320
1137,0.01%,86.88%,2,java.util.HashMap.resize,30320
1138,0.01%,86.89%,2,org.apache.xmlgraphics.util.UnitConv.mptToPt,30320
1139,0.01%,86.90%,2,org.apache.fop.layoutmgr.inline.TextLayoutManager.<init>,30321
1140,0.01%,86.92%,2,org.apache.fop.layoutmgr.ListElement.isBox,30324
1141,0.01%,86.93%,2,java.util.Arrays.copyOfRange,30324
1142,0.01%,86.95%,2,java.util.ArrayList.rangeCheckForAdd,30326
1143,0.01%,86.96%,2,sun.security.provider.ByteArrayAccess.b2iLittle64,30327
1144,0.01%,86.97%,2,org.apache.fop.fo.properties.PropertyMaker.getShorthand,30329
1145,0.01%,86.99%,2,java.nio.Buffer.limit,30331
1146,0.01%,87.00%,2,org.apache.fop.layoutmgr.ListElement.isBox,30331
1147,0.01%,87.02%,2,org.apache.fop.layoutmgr.inline.TextLayoutManager$TextAreaBuilder.setBlockProgressionOffset,30331
1148,0.01%,87.03%,2,org.apache.fop.area.Area.getIPD,30331
1149,0.01%,87.04%,2,org.apache.xerces.impl.XMLEntityScanner.scanQName,30332
1150,0.01%,87.06%,2,org.apache.fop.layoutmgr.BlockStackingLayoutManager.addKnuthElementsForSpaceBefore,30334
1151,0.01%,87.07%,2,java.lang.System.identityHashCode,30335
1152,0.01%,87.09%,2,java.util.LinkedList.toArray,30336
1153,0.01%,87.10%,2,org.apache.fop.traits.MinOptMax.mult,30337
1154,0.01%,87.11%,2,java.util.Collections$EmptyList.toArray,30337
1155,0.01%,87.13%,2,org.apache.fop.fonts.AbstractCodePointMapping.mapChar,30339
1156,0.01%,87.14%,2,org.apache.xerces.util.SymbolTable.hash,30340
1157,0.01%,87.16%,2,org.apache.fop.traits.MinOptMax.mult,30341
1158,0.01%,87.17%,2,java.net.URI$Parser.scan,30341
1159,0.01%,87.18%,2,java.lang.AbstractStringBuilder.<init>,30342
1160,0.01%,87.20%,2,java.util.Hashtable.<init>,30343
1161,0.01%,87.21%,2,org.apache.fop.render.pdf.PDFGraphicsPainter$PDFContentGeneratorHelper.lineTo,30344
1162,0.01%,87.23%,2,org.apache.xerces.util.XMLChar.isValid,30344
1163,0.01%,87.24%,2,java.awt.color.ColorSpace.getInstance,30344
1164,0.01%,87.25%,2,java.lang.AbstractStringBuilder.<init>,30345
1165,0.01%,87.27%,2,org.apache.fop.util.CharUtilities.isFixedWidthSpace,30347
1166,0.01%,87.28%,2,org.apache.fop.layoutmgr.BreakingAlgorithm.findBreakingPoints,30348
1167,0.01%,87.30%,2,org.apache.fop.layoutmgr.BreakingAlgorithm.addNode,30349
1168,0.01%,87.31%,2,org.apache.fop.fonts.FontTriplet.equals,30350
1169,0.01%,87.32%,2,java.lang.StringBuffer.charAt,30350
1170,0.01%,87.34%,2,java.lang.Object.clone,30351
1171,0.01%,87.35%,2,org.apache.batik.dom.AbstractElement$NamedNodeHashMap.rehash,30351
1172,0.01%,87.37%,2,org.apache.xerces.impl.XMLEntityManager$ScannedEntity.isExternal,30352
1173,0.01%,87.38%,2,org.apache.fop.fonts.FontInfo.fontLookup,30352
1174,0.01%,87.39%,2,java.lang.String.startsWith,30353
1175,0.01%,87.41%,2,java.lang.Object.getClass,30355
1176,0.01%,87.42%,2,java.lang.AbstractStringBuilder.<init>,30355
1177,0.01%,87.44%,2,org.apache.xerces.impl.io.UTF8Reader.read,30357
1178,0.01%,87.45%,2,org.apache.fop.layoutmgr.KnuthPenalty.isForcedBreak,30359
1179,0.01%,87.46%,2,java.util.ArrayList.indexOf,30361
1180,0.01%,87.48%,2,java.nio.Buffer.<init>,30363
1181,0.01%,87.49%,2,java.awt.geom.Path2D$Double.<init>,30364
1182,0.01%,87.51%,2,java.util.Arrays.copyOfRange,30368
1183,0.01%,87.52%,2,org.apache.fop.fo.FObj.isBidiBoundary,30372
1184,0.01%,87.54%,2,org.apache.fop.text.linebreak.LineBreakStatus.nextChar,30374
1185,0.01%,87.55%,2,org.apache.fop.fonts.GlyphMapping.processWordNoMapping,30375
